age,income,employment_length,loan_amount,interest_rate,home_ownership,loan_intent,historical_default,loan_status
18,140018,24,1022,3.284279080158911,Other,Home,0,0
66,192075,1,2128,24.487640773070805,Own,Medical,0,0
57,39996,1,80522,20.183618958959496,Own,Business,0,0
49,120922,15,33322,13.272563962638474,Mortgage,Home,0,0
51,106598,8,49929,3.991509238125056,Mortgage,Personal,0,0
45,55931,27,82696,15.626245138179529,Own,Home,0,0
48,144168,12,10808,19.451566266143182,Rent,Personal,0,1
25,186782,34,96148,6.386496819109142,Rent,Personal,0,1
56,143099,40,53882,15.06879183811229,Own,Home,0,0
43,54693,12,22725,20.726850662805962,Rent,Personal,0,0
75,186812,30,73534,19.669698885865277,Mortgage,Education,0,0
51,128944,20,40950,20.468816410944516,Rent,Business,0,0
71,37374,31,89954,22.224438772003555,Mortgage,Home,0,0
71,101471,33,84576,23.566688349667814,Other,Education,0,0
20,65913,7,21557,11.326986569681326,Mortgage,Personal,0,0
76,143683,40,22825,15.081689358026177,Other,Personal,1,1
67,64516,47,9998,20.185169099049048,Mortgage,Business,0,0
29,107796,1,37080,18.034215720753014,Mortgage,Education,0,0
18,46069,37,58797,24.89696525008071,Rent,Education,1,0
71,138333,31,16802,2.314585975406815,Mortgage,Home,1,0
61,104811,39,12167,10.168063952263186,Own,Personal,0,0
22,138028,27,43407,8.463642304214655,Other,Medical,1,1
47,59178,36,14338,8.033264553807296,Other,Home,0,0
47,52821,40,77289,7.118184997474373,Mortgage,Home,1,0
76,36999,0,72520,18.309848338750268,Own,Home,0,0
74,58712,40,19895,3.9494678853324023,Mortgage,Business,1,0
34,191244,9,48910,19.057003180696782,Mortgage,Business,1,0
65,53722,3,66898,17.948794366374287,Rent,Home,0,0
64,30625,34,4454,7.768495047520617,Mortgage,Medical,1,0
40,26859,9,87540,7.815177012798709,Mortgage,Education,0,0
32,192681,46,61797,16.46379346292355,Rent,Education,0,0
54,194379,10,84137,19.52993542612459,Rent,Personal,0,1
38,130986,13,51637,22.159169101009407,Own,Education,1,0
31,41839,37,6349,21.599209968652943,Rent,Education,0,0
19,47216,11,40963,24.192308865768624,Other,Medical,0,0
28,72953,44,76583,15.371852592739756,Other,Education,0,0
68,69522,16,8750,22.89907791082827,Own,Medical,0,1
56,155958,15,95929,20.59580528498945,Mortgage,Business,0,1
55,131249,34,23463,22.577355359222313,Own,Medical,0,0
77,27485,1,75935,2.2674118295634327,Rent,Business,1,0
51,182527,10,59792,24.21576881291365,Mortgage,Medical,0,0
55,167839,40,14686,12.891193745469002,Own,Home,0,0
67,132701,2,64528,20.358208760221387,Own,Business,0,0
51,179525,28,23787,4.925694744768959,Other,Business,0,0
35,122638,17,15776,11.106645203721405,Own,Education,0,0
47,32226,19,96063,8.24359524948279,Mortgage,Business,0,0
32,113405,46,58427,8.708151721521553,Own,Medical,0,0
44,42588,13,62086,4.834879258870281,Own,Home,0,0
68,182781,33,64308,20.532568148489162,Rent,Home,1,1
51,198860,48,16797,2.2125732353647978,Own,Education,1,1
69,57019,30,6302,9.187625510659657,Mortgage,Medical,0,0
74,196020,39,64172,6.011442493977546,Other,Medical,0,0
55,85133,41,39059,15.547895633991832,Other,Personal,0,0
50,134444,17,1908,7.847805260134509,Other,Business,1,0
41,137603,29,61252,7.956964454146292,Other,Education,0,0
32,178598,24,81659,13.23177731189233,Rent,Home,1,1
77,148585,18,13877,17.01184790484129,Mortgage,Personal,0,0
47,63395,7,15239,4.790008204998763,Rent,Medical,0,0
72,175103,27,87971,6.036763406706411,Other,Business,0,1
59,145814,7,28313,7.685019125673905,Rent,Home,0,0
68,188773,30,43103,24.396208924713093,Own,Personal,0,0
34,132599,2,49408,11.134507498687167,Mortgage,Medical,0,0
22,45939,2,84251,15.77677208451361,Own,Home,0,0
46,171396,43,89771,7.555484692467491,Rent,Home,0,1
21,173939,21,92665,13.280569078622221,Own,Medical,0,1
27,20203,16,11534,3.704741010877035,Rent,Medical,0,0
73,167616,35,44060,2.7990693562135194,Rent,Education,0,0
34,166971,16,18189,12.780871116893584,Mortgage,Home,0,0
27,49063,13,87067,11.169163612923477,Mortgage,Medical,0,0
34,110880,8,11967,5.148247352912037,Mortgage,Personal,0,0
77,23748,29,82991,17.814832865176875,Other,Business,0,0
37,137269,20,66563,24.83678029068308,Mortgage,Education,0,0
41,100764,11,9660,11.099876887524387,Own,Medical,0,0
22,171956,36,91875,16.364848626100073,Mortgage,Business,1,0
51,176255,31,40823,24.14844667438317,Mortgage,Education,0,0
23,128036,10,56842,21.12530436627813,Mortgage,Home,0,0
70,170331,19,10616,12.661701135961772,Rent,Business,0,1
19,187031,34,76976,18.962258142578143,Rent,Education,0,1
30,136525,46,49738,4.947105925762052,Mortgage,Medical,0,0
79,184529,45,14107,13.778388675667381,Rent,Medical,0,0
60,105679,10,62404,8.41838637513854,Rent,Education,0,0
60,145829,7,95182,5.706764821611705,Other,Home,0,0
65,148216,3,92787,11.8044608438543,Own,Education,0,0
28,153175,26,16954,5.013334751973131,Rent,Personal,0,1
68,85901,43,17943,18.07665748801317,Own,Education,0,0
64,195607,39,41725,12.493521013226717,Rent,Education,1,1
74,167175,37,46434,14.216326548987269,Mortgage,Medical,0,0
40,118046,46,86751,5.366646589367612,Rent,Home,0,0
72,110012,29,11110,5.214748205150373,Rent,Education,0,0
33,98278,43,88091,15.418555010982853,Own,Business,0,0
48,32391,47,17462,24.655224200077264,Mortgage,Medical,1,0
28,122476,47,80232,4.213763414467689,Other,Medical,0,0
71,179973,26,55081,8.571822857012968,Own,Education,0,0
33,140721,20,53799,21.997559680371413,Mortgage,Business,0,0
25,117537,19,67567,3.66225628187045,Mortgage,Education,1,0
21,101159,3,90301,22.14537159143988,Own,Business,0,0
57,151040,10,52224,14.058577617619278,Rent,Medical,0,1
21,189509,12,57063,11.390135800307794,Mortgage,Business,0,0
73,55503,8,56240,9.122652980083485,Other,Education,0,0
42,95403,3,82352,8.833694636940365,Rent,Personal,0,0
20,192330,11,18868,9.033459396338012,Own,Personal,1,1
49,184796,8,76973,22.350470862084503,Own,Business,0,0
20,84286,12,81989,18.647290294020067,Own,Education,0,0
44,94842,47,23222,17.40362918011646,Own,Home,0,0
46,124927,25,80794,20.37123042589602,Other,Personal,0,0
49,34908,37,64924,7.913637249095334,Other,Medical,1,0
67,57228,41,79513,16.21498467788038,Mortgage,Education,0,0
78,43386,12,55649,12.581523496032872,Other,Education,0,0
75,197826,38,84749,19.99615760960445,Own,Personal,1,1
68,48302,27,11223,9.112890540885566,Other,Home,0,0
36,80815,18,49166,16.7931081880076,Rent,Medical,0,0
38,83344,23,40369,22.29088547179821,Rent,Home,1,0
22,186690,18,87379,11.24946095248336,Mortgage,Medical,0,1
35,131603,48,70392,3.5323080094516133,Own,Personal,0,0
45,81114,12,60526,13.869168913861234,Other,Education,0,0
59,45525,12,13661,9.957367219561597,Mortgage,Medical,0,0
78,99818,27,16591,17.461183752585022,Mortgage,Education,0,0
39,134589,1,72718,23.87375726921794,Other,Business,0,0
38,165406,9,56235,13.168991313927481,Mortgage,Business,0,0
23,114715,21,8970,12.72237529357728,Own,Personal,0,0
18,26644,12,48922,17.055450404403587,Other,Personal,0,0
22,121154,8,31755,4.380442582652057,Rent,Personal,0,1
58,184005,32,20416,7.830642345275336,Rent,Business,0,0
29,63469,13,14672,23.136524486509167,Other,Medical,0,0
43,184759,47,84468,17.408680107366624,Mortgage,Home,0,0
63,126609,19,47996,2.309213011618574,Mortgage,Personal,0,0
51,168447,14,75095,6.706385868857457,Rent,Home,0,1
66,85206,31,1064,17.705257118664676,Rent,Home,0,0
31,116462,32,69835,19.581181658939208,Own,Business,0,0
43,187679,16,71385,21.316770171502963,Mortgage,Medical,0,1
62,103178,23,6639,8.720066477787032,Own,Business,0,0
44,175065,29,12055,23.41365771438394,Rent,Personal,1,1
26,195458,12,60220,14.717778552291525,Rent,Business,0,0
43,197359,46,88594,18.020397514921537,Rent,Business,0,1
74,106724,47,30427,15.724993843937883,Rent,Business,1,0
64,116393,15,83516,4.82302125751627,Own,Personal,0,0
74,147314,1,65666,24.151637165852236,Rent,Personal,0,1
39,96312,16,65274,4.826138337565511,Other,Business,1,0
64,95324,31,11866,7.862284997457223,Mortgage,Business,0,0
73,91196,42,4889,20.713441245128543,Rent,Home,1,0
47,90014,7,49226,16.227730114525333,Mortgage,Medical,0,0
60,159282,2,32335,21.27743080365621,Rent,Home,1,1
65,161994,11,51547,13.861932332603033,Own,Medical,0,0
78,187361,19,27162,10.670844413432603,Mortgage,Medical,0,0
34,53340,15,90449,23.202446489599055,Own,Business,0,0
43,59850,13,25687,2.8338033028402814,Rent,Home,0,0
53,133711,15,99756,21.690995068120056,Other,Medical,0,0
18,31094,48,11995,7.308809059318977,Other,Medical,0,0
25,107959,42,57488,21.52093553834126,Other,Personal,0,0
66,184490,48,3631,5.201522108588369,Other,Medical,1,1
52,25741,32,35954,15.345036164882432,Other,Business,0,0
78,131585,29,6967,22.426482137263857,Own,Education,1,0
69,142564,11,89294,12.891411878674482,Other,Personal,0,0
32,88798,14,88278,19.17103349747804,Rent,Education,0,0
64,136026,17,65471,20.507447210677842,Own,Business,0,0
73,130130,27,38116,18.93936680048592,Own,Education,0,0
39,42164,22,93116,23.28258394811576,Other,Medical,0,0
31,186667,13,35227,12.277187301958358,Mortgage,Education,0,1
43,50257,29,2942,5.981885100798583,Rent,Home,0,0
45,165283,32,48664,3.099654465157035,Own,Business,0,0
40,115989,44,29069,7.668577001662618,Rent,Home,0,1
31,156304,14,88342,5.293542589245568,Mortgage,Education,1,1
41,72691,6,15407,14.83282105299305,Own,Home,0,0
19,99768,14,60201,6.253742755869836,Rent,Personal,0,0
62,176685,41,81093,2.895475267655537,Other,Education,1,1
43,34026,45,55348,2.827766063979361,Own,Home,0,0
31,50908,37,82981,21.126098462391816,Own,Medical,0,0
76,39610,45,18878,15.603348423189571,Own,Education,1,0
73,197718,43,84100,10.235961943547698,Own,Personal,0,0
68,83185,10,79629,22.56724498302568,Other,Medical,1,0
24,92567,28,56420,3.614522062377413,Mortgage,Education,0,0
20,198646,30,92987,24.547407672739997,Mortgage,Medical,0,0
64,56182,24,44168,16.174711175852604,Rent,Education,0,0
40,136136,23,55862,6.219677841283515,Other,Education,1,0
63,151642,18,90622,17.618589276470274,Other,Business,1,1
60,39288,1,83025,19.55776897502194,Rent,Home,1,0
64,98824,21,29004,11.874884017527814,Other,Education,0,0
77,180949,19,21471,21.817549943647588,Other,Personal,0,1
62,104425,32,92820,5.4668453678188165,Own,Home,0,0
35,20917,7,61167,8.413264422284993,Own,Business,1,0
75,95602,24,84828,4.150324316431765,Own,Home,0,0
55,84575,45,66308,6.850190333969099,Other,Home,0,0
52,92518,8,84969,7.490762673956336,Other,Education,0,0
68,59104,33,15568,23.105563391199333,Mortgage,Personal,0,0
32,169134,22,10466,3.796522841276593,Own,Education,0,0
42,36999,4,92057,11.830547764317316,Rent,Personal,0,0
72,161013,24,58324,14.245169806218998,Other,Personal,0,1
54,81169,7,16467,22.669940237449698,Own,Medical,1,0
45,174542,15,98555,24.94701302920791,Mortgage,Education,0,0
27,149744,47,76955,19.327926643156225,Own,Business,0,0
56,130684,44,53948,24.32819278308768,Mortgage,Home,0,0
74,79821,14,17676,20.103326048325098,Mortgage,Medical,1,0
34,195507,0,95791,24.15366074234258,Other,Business,0,0
56,155601,21,32514,18.267226696722467,Mortgage,Education,0,0
39,32192,2,23650,3.8345587853746346,Mortgage,Personal,0,0
43,94102,37,89290,11.24416430083156,Rent,Education,0,0
79,134894,13,78701,16.87173752745682,Mortgage,Education,1,0
61,106795,35,11683,10.066525717447773,Rent,Medical,1,0
42,185159,17,99092,8.287830116616908,Rent,Business,0,0
34,86677,46,60819,15.280183144061093,Own,Medical,0,0
30,155699,40,81978,23.470543164156002,Own,Business,0,1
37,154327,17,5860,2.8045830908715317,Other,Medical,0,1
42,156285,2,4729,19.692317681453066,Other,Home,0,0
21,122412,9,32351,18.622727395026423,Other,Personal,0,0
27,39404,48,63744,24.170928783930602,Mortgage,Personal,0,0
20,136545,38,25346,23.4063581136485,Own,Personal,1,1
58,176452,46,75155,19.531348927016435,Mortgage,Home,0,0
62,170245,0,77700,13.96940158769977,Own,Home,0,0
35,43989,26,7955,6.698153724370957,Mortgage,Personal,0,0
64,128106,26,66642,14.540421521488211,Other,Personal,0,0
53,44519,10,71290,19.603095860152038,Own,Business,1,0
64,42439,48,45293,22.600391890671542,Own,Business,0,0
39,138570,4,62336,20.16337621184263,Rent,Education,0,1
51,34995,6,22662,6.491139509394242,Own,Medical,0,0
64,43559,18,7408,15.792785227245366,Own,Business,0,0
25,109049,28,41403,9.63998956922121,Mortgage,Business,1,0
57,156093,14,2225,2.211730349984789,Other,Business,0,0
66,118000,34,13196,6.60508152313932,Rent,Business,1,0
61,172191,46,70786,4.604074948469333,Mortgage,Home,1,0
36,59350,36,16372,21.382539841407777,Own,Education,1,0
59,197295,11,18279,7.945643799399676,Mortgage,Business,1,1
58,45517,29,96729,8.548053284413776,Other,Medical,0,0
54,173322,19,55240,24.07854115137434,Rent,Business,1,1
23,109132,36,93404,10.7189946301236,Mortgage,Home,0,0
69,79546,2,39187,2.2204697233210746,Own,Personal,0,0
43,125686,8,49481,8.528461411961139,Mortgage,Personal,0,0
51,108151,40,29475,4.743890353841686,Own,Education,0,0
76,23327,38,45552,4.364596919924641,Rent,Personal,0,0
73,140318,25,68969,3.7822076731222385,Rent,Business,0,0
76,180840,1,77534,15.644967814033677,Mortgage,Home,0,0
62,193860,22,97669,6.354997643486748,Rent,Education,0,1
23,135945,22,7858,10.30858426294324,Other,Business,0,0
54,66830,20,75486,21.826407470990386,Mortgage,Personal,1,0
74,72446,15,75474,11.75977721531434,Own,Medical,0,0
50,166232,8,26168,23.060901051187663,Mortgage,Business,0,0
70,185070,12,33099,13.452575228098944,Own,Medical,0,0
39,178302,27,72180,11.173242141314383,Rent,Medical,0,1
38,160148,26,62455,19.258945323086138,Own,Education,0,0
23,89341,16,55240,3.683027271664048,Own,Home,0,0
23,51085,37,75796,4.0580028085955995,Own,Personal,0,0
72,75571,35,55592,16.995395420228096,Own,Personal,0,1
65,165787,0,48458,13.19963640450271,Other,Business,0,0
21,148308,17,59046,20.179550757341836,Own,Personal,1,1
47,25750,8,17488,23.074229258901223,Mortgage,Education,0,0
28,133931,12,59841,10.932438186445593,Other,Personal,1,0
79,98768,39,1395,15.717430611446863,Own,Business,0,0
79,55903,44,53669,13.516022439292128,Own,Personal,0,0
47,183165,14,11845,24.577045079775957,Own,Home,1,0
48,111036,42,37059,21.114941369201688,Other,Medical,1,0
41,107954,43,19394,22.96996729037913,Own,Medical,0,0
72,185386,45,94993,7.8498220142848965,Own,Medical,0,0
26,199297,3,46906,19.76810773273967,Own,Home,0,0
72,103014,32,60332,8.105884174945924,Rent,Education,0,0
20,186251,23,38305,6.801078268852967,Mortgage,Business,0,0
68,137305,35,43628,23.718121672077668,Own,Home,1,0
48,176410,40,22352,2.444001584510933,Mortgage,Business,1,1
57,52101,9,87682,24.203940184258883,Rent,Education,0,0
54,22775,35,83971,5.433023630742543,Rent,Home,1,0
53,131497,19,52993,20.847075881245168,Own,Personal,0,0
41,65619,40,40386,8.346218720566371,Mortgage,Education,0,0
48,196910,44,57624,10.06615353090673,Other,Medical,0,1
23,170611,43,58065,6.985427360405654,Own,Home,0,0
19,77124,10,86504,15.466822977064831,Other,Education,1,0
37,85149,11,9539,10.006197592681104,Rent,Education,1,0
45,46616,17,2263,17.120039908377255,Rent,Home,0,0
28,188171,29,14305,2.3598883126675174,Mortgage,Medical,0,1
21,81799,43,54817,3.480622320845911,Other,Medical,1,0
32,110221,47,25398,4.292206512818719,Other,Education,1,0
23,134879,36,98616,11.636854762135314,Own,Business,0,0
71,45479,19,76801,20.740311971179448,Mortgage,Education,0,0
66,197244,24,50107,22.428091938702803,Mortgage,Home,1,1
47,119165,11,33152,7.630647021400717,Other,Home,0,0
73,75863,20,94260,15.210503657497322,Rent,Home,0,0
55,193115,24,31624,19.67239483192981,Mortgage,Medical,1,1
68,102569,10,57132,8.643076888151,Rent,Personal,0,0
79,166480,8,53979,11.407177944934284,Own,Home,1,1
74,36351,49,59013,14.05140666177142,Mortgage,Home,0,0
19,155203,24,95925,5.102121467385097,Mortgage,Business,0,0
32,64825,34,64797,2.597592755692947,Own,Business,0,0
28,31349,31,52798,5.514533614320515,Mortgage,Education,0,0
25,64254,48,17650,16.41763328883127,Other,Education,0,0
43,58225,13,27014,3.6932200152746786,Other,Education,0,0
68,32453,0,77421,6.363016391552951,Own,Home,0,0
62,169886,16,8434,9.770639370991987,Rent,Business,1,1
61,169335,24,31028,3.7910114790464258,Rent,Education,0,0
22,97694,7,67558,6.409083236717592,Mortgage,Business,0,0
23,35735,4,25331,22.959205146620754,Rent,Home,0,1
43,166902,4,68573,2.4438800412206496,Rent,Home,0,1
71,67893,40,75292,17.02893425601033,Own,Education,0,0
21,195745,34,47326,10.841405411049253,Rent,Home,0,0
36,147006,18,83979,17.470921006944536,Rent,Home,1,1
37,65066,22,5123,15.539909568358304,Rent,Business,0,0
50,154445,8,17603,7.140471350156819,Other,Personal,0,0
37,161407,29,66941,21.485818214187937,Other,Medical,0,1
66,174813,49,43597,13.314628800015203,Own,Education,0,0
29,30692,15,64238,20.91832843500985,Mortgage,Personal,0,0
64,198367,32,85238,11.338288332329041,Own,Education,1,1
18,65541,1,43719,24.647767740050497,Mortgage,Personal,0,0
43,185129,13,92786,19.721255245529814,Mortgage,Home,0,0
31,86983,45,42751,24.21685471758919,Rent,Education,0,0
55,170655,0,87978,13.829509014926753,Rent,Personal,1,1
54,173837,25,18693,12.894896042686112,Own,Medical,0,0
79,174978,24,90541,19.37543761448093,Own,Home,0,0
28,140747,15,38697,22.246699049308894,Own,Education,0,0
53,105103,14,95524,24.175353304907834,Other,Education,0,0
30,197597,25,98869,9.464693838747493,Other,Personal,0,1
60,189302,46,30992,20.370205198380695,Other,Education,0,0
20,170592,43,64825,6.844848745617344,Other,Home,1,1
50,45566,15,10522,14.548209975145241,Other,Business,0,0
23,93193,13,46406,6.1365074134115805,Rent,Personal,0,0
67,181206,28,13121,9.990139320257793,Mortgage,Medical,0,1
73,161417,23,15219,23.421242445748565,Other,Education,0,1
27,141015,46,2617,5.36008609478098,Own,Home,0,0
22,192257,14,44016,16.54522058810952,Mortgage,Education,0,0
40,150956,18,51672,15.637948277330276,Other,Medical,1,1
27,90744,7,25276,4.776982112306689,Other,Home,0,0
61,53455,33,73240,9.497518006682679,Rent,Medical,0,0
19,179090,1,56735,14.948574603851112,Rent,Home,1,1
30,74219,26,18959,6.305108006735276,Rent,Business,0,0
57,65991,9,29522,20.414344097494755,Other,Home,0,0
19,93616,34,57087,24.359599719299247,Rent,Medical,0,0
37,107438,22,10953,6.939466199136858,Other,Personal,0,0
18,136841,48,27567,6.2989751901832465,Mortgage,Business,1,0
54,160558,7,61523,12.463506651341227,Mortgage,Education,0,0
26,189934,27,63708,19.19860137422074,Other,Business,0,0
34,78870,22,23560,8.476814035410783,Own,Business,1,0
26,106694,3,59390,2.457237900037449,Other,Education,0,0
28,63856,13,69149,14.44807444475656,Mortgage,Home,0,0
32,121407,41,37660,24.001813058648075,Mortgage,Business,0,0
41,51379,28,46104,10.999367674359748,Other,Business,0,0
55,84729,0,58805,11.663094746211309,Other,Personal,0,0
72,179450,3,25496,24.284739493622872,Other,Personal,0,0
52,74353,31,84301,17.97597506741475,Mortgage,Medical,0,0
47,34031,32,92257,18.54095422536888,Own,Education,0,0
48,85982,48,4515,14.942146123534556,Other,Home,0,0
66,56683,25,5454,24.416011849854556,Mortgage,Home,0,0
22,134091,16,23873,17.84392914178779,Other,Medical,0,0
79,137797,38,74920,22.585753286918898,Mortgage,Home,0,0
77,168690,22,14727,18.085713911864087,Other,Home,0,0
61,26587,31,70070,18.907663971329107,Mortgage,Personal,0,0
67,82790,14,98425,8.679451209271669,Other,Home,0,0
31,51480,12,50979,8.980010054317837,Rent,Home,0,0
70,171599,1,26465,20.00864694024867,Other,Medical,0,0
73,43569,18,54900,8.82424465090769,Mortgage,Medical,0,0
28,31151,23,60799,14.943711628435228,Other,Business,0,0
26,64739,44,97129,7.735103150854145,Own,Home,1,0
51,52954,23,22330,20.790617758608597,Other,Home,1,0
29,129373,10,9302,4.54153107823687,Other,Home,0,0
52,186375,21,79443,21.077272714518283,Other,Personal,0,1
52,54700,14,90966,15.862785411674842,Own,Home,0,0
18,143728,9,73717,6.298919301022778,Own,Personal,1,1
57,86788,40,13875,14.466813866640718,Own,Business,1,0
39,91045,26,28219,8.49747324748883,Rent,Education,0,1
77,188914,8,37182,9.439748698801422,Own,Home,1,1
46,164972,27,81541,10.085144956728248,Rent,Medical,0,0
25,147992,0,43269,3.456342680363382,Other,Medical,0,0
28,100059,16,80781,24.6771187412326,Rent,Home,0,0
58,21881,30,7457,2.725296447018154,Other,Personal,0,0
54,184109,43,7749,17.237428083238406,Rent,Medical,1,1
31,152702,9,34064,10.538235898420902,Own,Medical,0,1
77,40789,36,10821,16.858236691774074,Own,Business,0,0
47,146083,28,99297,10.193709821014426,Rent,Business,0,0
52,108059,17,79655,17.49626486395375,Rent,Business,0,0
38,66151,46,8664,18.7724167177723,Own,Medical,0,0
54,199992,37,30281,17.882710729191828,Other,Medical,0,0
22,129388,38,32821,4.621125571237503,Other,Home,0,0
36,23262,48,25647,17.10854439705775,Other,Home,0,0
76,86981,5,70918,8.439713637444239,Other,Personal,0,0
31,140951,39,82985,2.662431523094671,Mortgage,Medical,0,0
43,143099,11,83799,11.54110545344594,Other,Home,0,0
79,101972,13,91179,11.971491364487424,Mortgage,Home,0,0
21,95485,43,75944,12.74500506710627,Mortgage,Business,0,0
42,74722,9,90142,18.210955803986472,Own,Business,0,0
62,109499,19,28603,9.103407610276559,Own,Business,0,0
59,181004,14,47458,9.25145180139022,Rent,Education,0,1
42,26901,30,71605,3.3927018935489937,Other,Home,0,1
35,137473,6,20623,17.796887967822805,Other,Business,0,0
57,28597,40,45440,15.06000010219043,Own,Business,1,0
25,149631,9,83427,10.036777591957126,Own,Medical,0,0
56,83909,9,8704,18.219346515099158,Own,Business,1,0
57,92391,47,94826,14.359228232218175,Rent,Medical,0,0
31,159335,38,28460,12.792633755022413,Other,Personal,0,0
49,83293,27,84045,13.760464504205908,Rent,Business,0,0
68,176877,29,83805,16.6360068811423,Mortgage,Medical,1,1
78,31874,36,74511,17.18005990521579,Mortgage,Business,0,0
55,106402,2,7565,8.646029840236494,Other,Personal,0,0
50,34079,49,89003,5.237097357996524,Own,Business,0,0
40,92779,42,5870,5.602586167381931,Own,Medical,0,0
32,115408,14,19909,16.705990375769037,Rent,Personal,1,0
50,160090,20,10117,22.076085572643898,Mortgage,Personal,1,1
42,140606,36,68474,11.418414401947691,Mortgage,Personal,0,0
34,140062,11,94926,5.898963687577634,Other,Education,0,0
50,32100,3,45322,19.401857460758656,Mortgage,Medical,1,0
64,77021,46,21128,21.147257911647316,Own,Education,0,0
72,170872,8,98317,22.25339619178223,Own,Personal,0,0
19,148126,38,70001,15.957122865015863,Own,Education,1,0
31,112446,41,1440,21.796756865925946,Other,Business,0,0
70,49437,27,61955,2.3545440443133767,Rent,Education,0,0
57,197747,22,50613,4.466423440699041,Mortgage,Home,0,0
57,171014,44,71949,4.129249542198272,Other,Personal,0,0
68,40862,39,12663,18.38990773785886,Rent,Personal,0,0
56,31669,43,20547,3.6003810215023178,Other,Medical,0,0
68,141219,21,82662,13.416380566725062,Mortgage,Business,0,0
23,35916,23,1005,12.87225866863465,Own,Medical,1,0
23,30878,25,8038,9.146181041839542,Rent,Education,1,0
20,22985,29,7414,22.019318908668296,Rent,Home,0,0
24,61235,32,88659,5.9199636432399085,Other,Home,1,0
68,38931,15,70506,10.106644041182516,Other,Home,1,0
25,112876,21,77586,19.80594450052737,Own,Home,0,0
59,20336,48,3606,2.6997132310455374,Other,Business,0,0
69,62933,49,17482,17.47785920566648,Mortgage,Education,0,0
32,65536,42,99829,20.777147706316125,Mortgage,Home,0,0
64,89504,17,72873,23.442160293277848,Mortgage,Personal,0,0
46,119214,6,34948,22.154822731304154,Mortgage,Education,0,0
50,133936,49,90987,9.345834687174758,Own,Business,0,0
69,36279,25,92801,15.486375250427908,Own,Home,0,0
47,123751,7,92250,3.7777503424607146,Own,Business,0,0
56,124433,5,21875,7.931010081604198,Other,Home,0,0
44,91386,29,14057,4.16711471119267,Own,Personal,1,0
53,106124,38,33400,9.249307673541168,Rent,Education,0,0
46,125750,22,72458,22.129305909550766,Rent,Personal,0,0
55,97485,31,69607,9.98483731250873,Rent,Home,0,0
74,94055,21,88561,14.923656369032807,Other,Medical,0,0
50,111911,41,28503,11.967759506643638,Other,Education,0,0
78,118618,42,24765,12.555080058870912,Own,Business,1,0
54,133892,44,47612,24.30015719224084,Mortgage,Home,0,0
44,91128,8,99318,8.811552770068733,Rent,Personal,1,0
72,169180,30,85335,16.428462799032943,Other,Medical,0,0
50,72495,6,94012,11.661441400327282,Rent,Home,0,0
79,102806,8,82748,3.406362164096783,Own,Business,0,0
21,113185,12,10428,13.254609127357426,Other,Personal,0,0
39,190591,2,32419,20.70689656803749,Mortgage,Education,0,0
19,69649,34,66195,4.271318279678832,Mortgage,Medical,0,0
27,185596,32,74695,3.600612490115106,Other,Home,1,0
22,184957,20,90846,5.533524969045134,Mortgage,Home,1,1
76,195441,30,40142,19.58120256195404,Own,Home,1,1
27,115402,33,72540,18.651893835328973,Mortgage,Home,0,0
50,50676,31,39289,14.995408684840543,Rent,Personal,0,0
71,84093,34,77948,12.769207294130545,Rent,Education,0,0
55,198836,14,59951,22.431493738160306,Rent,Business,0,1
30,99414,31,12755,19.634049948170098,Other,Medical,0,0
48,113095,5,85553,20.67467177994152,Other,Home,0,0
64,92307,44,4890,20.70503293106505,Other,Home,0,0
53,115432,20,95376,16.782494559147835,Other,Education,1,0
62,51923,32,18175,12.534336359266755,Other,Education,1,0
41,137449,31,75727,21.887588309469958,Own,Personal,0,0
69,67574,18,66687,23.298170604874766,Other,Personal,1,0
73,194463,32,85983,2.547538994941889,Mortgage,Personal,0,1
32,141757,27,89287,3.18576208512378,Own,Medical,0,0
46,73664,30,95711,24.05109582889406,Other,Personal,1,0
25,87384,20,25288,8.37469411841648,Mortgage,Home,0,0
22,51027,33,47629,22.08749711193663,Own,Personal,1,0
46,186536,14,48800,10.94228773611226,Rent,Medical,0,1
64,54485,13,38367,4.7393013250151785,Own,Personal,1,0
21,170528,18,78810,3.850193604814688,Other,Personal,1,1
29,55554,42,78754,5.599681678850499,Own,Home,0,0
62,66922,14,90328,7.747543481949388,Own,Home,0,0
19,33409,5,69513,13.235922140409002,Rent,Home,0,0
44,56639,8,83762,18.13445171301302,Own,Personal,0,0
48,39692,36,30022,24.6871672591619,Own,Home,0,0
68,109037,19,70329,12.154655095650934,Rent,Education,1,0
68,38074,33,60414,13.918253673891527,Other,Business,0,0
53,166621,37,2659,14.00176113181488,Mortgage,Business,1,0
53,49963,25,58941,14.406990176222529,Own,Home,0,0
43,72265,17,38930,13.908035113402633,Rent,Medical,0,0
60,36061,27,44473,2.20181936642411,Own,Home,0,0
44,179882,8,56598,2.039670908526336,Other,Home,0,0
22,133502,31,17040,4.246325316900827,Other,Personal,0,0
37,42800,5,70806,4.335801878871113,Rent,Medical,0,0
28,136192,13,14286,18.212628905960308,Mortgage,Home,0,0
79,127228,27,70139,6.713068747867995,Mortgage,Education,0,0
27,48054,23,56916,22.578424409379096,Own,Business,0,0
57,196469,12,18600,23.357945580271448,Rent,Education,1,1
55,33233,42,3291,24.44554677160567,Mortgage,Education,1,0
23,176140,11,14123,23.598870012401463,Other,Education,0,0
